bauxite_tonnage,excavator_bucket_m3,dumper_bucket_m3,fill_factor_excavator,fill_factor_dumper,working_days,shifts_per_day,hours_per_shift,total_hours_per_year,haul_distance_km,loaded_speed_kmph,empty_speed_kmph,trip_time_min,eff_machine_excavator,eff_machine_dumper,eff_human,eff_condition,excavators_bauxite,dumpers_bauxite
8217084,8.63097021,44.65565638,0.760799698,0.897242817,278,3,8,6672,1.039753101,18.87828667,28.36756935,10.50377276,0.965312964,0.803434426,0.838553044,0.824354819,1.366326299,4.844446179
7025942,5.078428938,56.59699816,0.714804296,0.870313074,282,3,7,5922,2.62410883,20.35689861,26.56803702,18.66047174,0.95889172,0.859566724,0.936829658,0.789036005,2.241445331,5.894833977
3990121,4.834170618,23.95436618,0.611180652,0.759612285,320,3,7,6720,1.702610113,16.5866177,48.39451211,13.26989064,0.882325805,0.773605694,0.717319648,0.817309861,1.888566677,7.956225857
7578887,5.326200828,51.46026834,0.770452502,0.848214904,312,2,6,3744,3.611580899,28.94256764,31.30016266,19.41018622,0.910643829,0.751508172,0.850033826,0.823587429,3.76138048,14.2580613
3688332,2.937631245,43.66255892,0.571420982,0.846036824,317,2,6,3804,2.523415192,22.57814983,10.72496164,25.82287425,0.761875634,0.817557812,0.968702433,0.761294915,4.997400775,9.368123115
5948632,7.027411653,73.53368849,0.626636192,0.504989388,272,2,6,3264,3.529978503,24.5528398,23.34513583,22.69873939,0.917033099,0.86069698,0.950835311,0.946416509,2.437917541,11.98618439
5330344,3.467537571,87.67279166,0.941279938,0.733154878,276,3,6,4968,1.610418227,12.00920836,45.09401813,15.18866447,0.722709918,0.816347827,0.941061298,0.970532209,2.420902728,2.8336638
6148491,2.532517823,70.10703063,0.537052711,0.687734464,316,2,8,5056,1.963486458,16.60333978,24.02082137,16.99997269,0.941144364,0.83004167,0.999154706,0.867717785,5.326723049,4.965179568
9182719,4.956593595,54.46027418,0.861368876,0.828364742,309,2,8,4944,2.451968105,10.15940427,42.1797857,22.968857,0.912629697,0.702509105,0.76530022,0.898505287,3.369836443,16.31342345
8691708,6.648120747,51.2160331,0.774016178,0.760536595,284,3,6,5112,1.621726899,31.39707604,25.46480691,11.92023138,0.805060897,0.903242024,0.927550564,0.704388478,3.053671552,7.347467872
4608795,7.999822388,92.19942154,0.879357661,0.798577653,278,2,7,3892,1.469430148,24.2176366,38.65588448,10.92134828,0.896239821,0.966738377,0.873642026,0.889717397,1.174611841,1.947913473
9062133,3.482982233,65.98056177,0.930756854,0.93431982,285,3,8,6840,1.400951744,23.31577565,28.03105136,11.60387407,0.917303322,0.923726014,0.867378234,0.875400427,2.852293001,2.962961938
9298941,7.53887138,37.4452687,0.96953424,0.818187141,301,2,7,4214,1.656146839,27.85909798,20.58540108,13.39398475,0.79735354,0.780853559,0.757277976,0.908392288,2.675625539,14.96647608
9012340,9.866445255,81.87020896,0.886831282,0.873919287,284,2,8,4544,2.245722917,36.6539233,42.97307568,11.8116271,0.745182431,0.765169266,0.839197039,0.779201305,2.261293096,5.453299765
7868923,5.431879455,32.09053792,0.75710052,0.868114441,315,3,7,6615,3.43814086,31.20513567,48.6905435,15.84744637,0.83092588,0.900031573,0.728298228,0.924401421,2.51353643,9.306404208
5062362,9.468568668,83.11457931,0.837129421,0.502859291,289,3,8,6936,3.883478247,36.75132596,43.96716022,16.63975146,0.839747726,0.87134869,0.791209082,0.795431334,0.846954203,4.415705202
3114589,2.125943304,16.45773146,0.958301651,0.853079251,317,2,8,5072,3.815241232,22.44445358,26.09339821,23.97204411,0.792686797,0.739793373,0.853490715,0.701603848,3.086816022,19.72353575
6746328,8.053841337,52.59497346,0.8536985,0.694615236,273,2,6,3276,2.025715834,25.83032399,18.46543594,16.2876234,0.768662639,0.879055563,0.978454629,0.978741856,1.977911671,9.088376427
9401586,7.196071438,83.37519507,0.857550081,0.79657911,290,3,7,6090,2.119367855,38.2507596,16.69428129,15.94153625,0.716004399,0.836429303,0.902435891,0.903259484,2.083626345,4.529068101
4543812,7.577086447,70.13431133,0.637644107,0.578103284,292,2,8,4672,2.365515975,30.03281775,43.49468319,12.98904171,0.890782098,0.879790635,0.753806803,0.911541744,1.59869045,4.294983134
3249265,6.877579401,74.46936342,0.919077487,0.901405467,289,3,6,5202,1.461073129,27.17821699,21.08050097,12.38409193,0.988276044,0.860780524,0.84654869,0.82056616,0.699711124,1.605986536
8951267,2.415914816,17.69822006,0.711667572,0.542282689,295,2,8,4720,1.633695494,35.88990494,45.44373741,9.888169238,0.882054087,0.964291902,0.964874445,0.897713623,7.01803339,19.4941672
8759919,4.292156391,83.22442655,0.99861895,0.515013003,296,2,8,4736,3.542163792,11.87182206,23.411162,31.98018042,0.96920976,0.88678916,0.992014786,0.839502855,2.598905584,15.5725006
5621158,8.82037937,94.72704467,0.542551743,0.692798796,281,2,6,3372,1.805686502,13.0293432,16.69964356,19.80280384,0.721310467,0.76323793,0.768809733,0.840732163,3.632006169,8.4970089
6398116,8.074340055,97.25972455,0.719870243,0.639184241,289,2,6,3468,1.389036935,17.69389183,24.21278994,13.15229931,0.939487959,0.797876175,0.789815012,0.769751798,2.701344648,6.705370371
3713340,3.360923338,91.35023544,0.888401666,0.538239978,282,3,6,5076,3.120026601,28.51656418,16.23923455,23.0923969,0.99601873,0.781409789,0.729574878,0.94879427,1.727433149,5.293275212
5666981,4.493518628,15.26697701,0.587121701,0.937702813,279,3,7,5859,1.845757129,20.91428923,17.6290395,16.57719273,0.832523947,0.99527035,0.818712389,0.914555936,2.858977628,12.52440282
8837912,9.934183048,71.45714561,0.599622977,0.522480721,317,3,8,7608,1.047469516,25.68280425,28.83469425,9.626693936,0.737906944,0.86876656,0.929548099,0.982125762,1.407225593,3.147147422
4638846,8.705843369,45.71932122,0.929897337,0.7034024,281,3,7,5901,1.589257648,38.54334477,17.0196651,13.07664351,0.798469932,0.836196973,0.928734088,0.737800608,0.86275021,4.648970309
8673938,8.95684866,49.23594582,0.985117672,0.966161379,282,2,7,3948,1.495906858,35.62782367,29.63060027,10.54833456,0.922480786,0.783824765,0.739496077,0.956411035,1.855212192,7.323360736
4317621,6.83080786,64.01219061,0.779382972,0.685584758,303,3,7,6363,2.012440977,31.88391309,32.92892778,12.4539462,0.935692931,0.775839533,0.981668488,0.968195562,0.69668085,2.176129051
8562045,4.021168245,59.20629519,0.760976502,0.794466537,294,2,6,3528,2.129590863,16.96167219,20.61480446,18.73142459,0.925502852,0.887043349,0.880084438,0.716054339,6.610174177,14.40720811
9885248,4.351592808,35.15220022,0.974251472,0.972332866,284,2,6,3408,1.019305634,33.17548858,38.09953366,8.448705021,0.882982468,0.977356741,0.935743794,0.876984365,4.58990106,7.449506218
3082806,6.103377318,74.84707806,0.967586043,0.687902508,271,3,7,5691,1.136357501,29.39801332,19.06964738,10.8946449,0.91243655,0.842706345,0.902319896,0.928868001,0.583063874,1.352374274
3475278,8.188421935,25.48906929,0.813161176,0.639235364,278,3,7,5838,3.261202211,16.46502277,23.44028236,25.23179613,0.955894599,0.978515052,0.998919488,0.938802221,0.484807755,8.371542863
6602571,9.319726921,31.0768235,0.961183742,0.847812326,302,2,7,4228,2.95454705,16.32344348,32.25824823,21.35544011,0.883231219,0.759952381,0.71665751,0.87053947,1.537905009,22.24756739
7400852,9.418841445,46.10029381,0.659024786,0.874713003,290,3,8,6960,1.877549276,19.96616713,21.75103625,15.82139193,0.829333722,0.726264599,0.784840339,0.825574686,1.549679127,7.388122485
5076775,6.89170889,72.6724973,0.65877485,0.924054618,288,2,8,4608,1.844848126,38.90080961,10.41137984,18.47718607,0.984148439,0.965456535,0.921720093,0.783239404,1.660324083,3.624398951
8180703,5.485158324,82.53086952,0.639064578,0.57112762,286,2,8,4576,2.623008697,39.54537232,47.55985688,12.2888498,0.793948961,0.954860265,0.726696914,0.997508822,4.307681633,5.611450466
6849091,2.738884225,28.83723408,0.797606417,0.575236136,307,3,8,7368,2.412880757,29.85740898,40.04708548,13.46387377,0.990422914,0.834014358,0.850455388,0.773997585,3.172814861,11.45269439
9684007,4.354133893,24.75773882,0.970766455,0.892103087,279,2,8,4464,3.568397497,20.70306135,40.29857782,20.65458982,0.838717353,0.959488782,0.774837461,0.915136171,4.195057875,24.84871794
3646275,2.856457428,52.40493395,0.864855953,0.970110403,292,3,8,7008,2.457452287,13.50770607,37.28612646,19.87025643,0.881139098,0.958940661,0.946748395,0.752002916,1.632002296,2.482209175
5924537,5.470751383,28.97446997,0.558291537,0.773347841,315,3,8,7560,3.794664743,34.62943052,32.66421036,18.54506755,0.97072391,0.803187306,0.919900032,0.897598406,1.556115079,8.149854843
6352214,6.484638472,95.12603004,0.54136702,0.626968886,272,3,7,5712,1.276503875,27.55235327,19.05101003,11.80007878,0.933996498,0.729621162,0.722698331,0.80846242,2.821842496,4.301113573
8011002,7.597641649,67.44024233,0.931732865,0.611531031,317,3,6,5706,1.738732483,22.70643748,41.74282618,12.09367239,0.961932653,0.93684769,0.924448248,0.868376703,1.248489706,4.561783264
5269798,3.920565924,27.26628206,0.557850659,0.513625006,300,3,6,5400,1.413655808,30.66287622,45.90974266,9.613714162,0.857075946,0.765477962,0.99682953,0.872331027,2.910365436,8.386933107
7461902,9.16707345,82.4839978,0.57915195,0.525892944,286,3,7,6006,3.738677334,26.97064516,17.30689537,26.27855936,0.867193173,0.746810743,0.950377286,0.807500397,1.709314137,10.94379941
6981383,5.076888608,54.02554198,0.651642945,0.966277439,284,3,6,5112,1.097977182,24.26788575,26.3099242,10.21858843,0.73559313,0.980124827,0.905159936,0.859471646,3.506584375,2.921601922
7563653,9.424814684,86.81329784,0.611991273,0.619571273,319,3,6,5742,2.944707692,16.94440288,37.25412053,20.16981595,0.853690104,0.932071631,0.713212114,0.908000546,2.008079209,6.819577354
6135609,5.505413733,91.43713051,0.981130723,0.722057623,317,3,6,5706,1.650868738,18.64016038,32.25312029,13.384996,0.925008524,0.859498307,0.86133488,0.783429855,1.550339215,3.132212978
7854491,3.760709415,59.053475,0.855057383,0.547864527,285,3,6,5130,3.509495472,11.50643295,28.58452675,30.66673767,0.795308409,0.990602382,0.77870289,0.793915044,4.70749425,19.74800311
6051622,4.285596752,22.76679891,0.657412915,0.521526201,311,2,6,3732,2.974164952,10.2417731,47.72699292,26.16270291,0.934289159,0.819468338,0.83317115,0.968078376,3.712702223,45.04810191
6506172,9.32048586,36.34938774,0.922106163,0.742010286,315,3,6,5670,1.117808243,18.15995816,10.25516174,15.23318188,0.854228633,0.792540484,0.87191266,0.797563359,1.092562402,9.799077751
8938271,7.826966835,44.39351836,0.835546579,0.902715022,273,2,6,3276,3.970996911,10.77308796,34.14115226,34.09487374,0.984026873,0.820063683,0.934989395,0.779778535,2.826806582,32.35353129
8595734,2.96310063,94.7750316,0.59059164,0.811376702,283,2,7,3962,1.480676803,15.12809207,26.72579153,14.19671122,0.766802824,0.792164925,0.863937563,0.825158026,11.02470964,5.910489277
9114328,2.673021298,48.41383214,0.550122782,0.50829624,279,3,7,5859,1.071123261,35.04841617,48.98762384,8.145585606,0.898515605,0.880734833,0.748905734,0.77014385,9.92316065,8.447178743
5980342,8.947276192,93.74942283,0.709813691,0.525311236,286,3,7,6006,2.749757177,10.3390761,41.49487833,24.93350686,0.71181755,0.87218496,0.817868533,0.708595728,1.847524918,8.311260552
8134639,6.529720126,15.53188504,0.530942851,0.767683971,311,3,6,5598,1.583342933,12.79588359,26.41983176,16.0201131,0.869821494,0.925435883,0.739589596,0.853954925,3.708879451,27.83626784
8271082,4.540436639,37.04801406,0.543795649,0.544958122,286,2,6,3432,1.839237903,19.95994883,36.51185097,13.55120887,0.757974825,0.715167756,0.887937106,0.786198015,8.967023715,26.9998719
9413491,5.875129485,73.97347234,0.776381184,0.608125264,306,2,8,4896,3.201716131,20.39676279,26.30863083,21.72020581,0.76257651,0.788917602,0.973240801,0.864224452,3.194641472,11.65854727
5429151,8.618852439,64.71128369,0.668766233,0.901425604,285,3,6,5130,1.935735717,13.66334548,14.44548589,21.54058631,0.773955972,0.99280981,0.803445282,0.801193286,1.791498544,5.095904245
9960677,8.324164082,26.99414549,0.772791061,0.552795773,275,3,8,6600,1.104817739,39.6926924,11.20085329,12.58827271,0.713588393,0.896915758,0.8605457,0.724607106,2.563028544,18.97000037
8020296,2.938241182,29.37025117,0.675902503,0.880837938,311,2,8,4976,2.303084494,23.39325765,34.75088308,14.8834946,0.852124727,0.891370562,0.995552367,0.930401631,4.998461332,9.359166249
8595095,2.188259955,51.51794343,0.639469038,0.564587223,286,3,7,6006,2.412850176,24.76696946,17.80035922,18.97836471,0.729863954,0.88095765,0.857080164,0.776075235,10.24036136,13.27923426
8730267,6.819758646,58.48927951,0.530503572,0.643915649,311,2,7,4354,3.668729855,38.3178485,40.63316157,16.16202379,0.727981434,0.989146948,0.740524044,0.745532623,6.703339456,13.13051359
9436737,3.14716296,16.56282208,0.732033345,0.971530949,299,3,7,6279,2.951275746,16.37001923,14.88029654,27.71719331,0.797145872,0.898342204,0.895670606,0.775324031,5.728586201,34.58079924
3908017,9.975273749,30.5934541,0.797070931,0.705687286,312,2,6,3744,3.526046985,24.48140419,41.09821869,18.78951328,0.737915927,0.708353172,0.886819685,0.942027269,1.035210516,12.79279499
7175282,4.367456235,71.42508036,0.982651362,0.525208387,305,3,7,6405,1.208182258,12.69630555,34.03648023,12.83940978,0.967115296,0.87306436,0.86917587,0.850083561,1.77574187,4.953198413
7788109,5.252724299,27.17892399,0.857359417,0.646676711,303,3,7,6363,3.029083204,30.38899547,47.83698576,14.7798754,0.857641092,0.909349836,0.970079233,0.937657358,1.69356224,10.3694991
6875010,4.175636475,33.52076727,0.830917293,0.8168558,292,3,6,5256,2.995167967,26.69735286,23.70923702,19.31113143,0.878038415,0.704873033,0.918633416,0.797059124,2.850537455,14.89503168
7013582,5.685358639,57.41254494,0.659131021,0.947132559,313,2,6,3756,1.040902072,19.68179718,32.17426725,10.11431248,0.893470872,0.786475473,0.789634861,0.967360022,3.549158371,4.817838294
8062581,9.66105317,63.0883208,0.757230664,0.542528193,292,3,6,5256,1.72089737,12.84895826,22.59673778,17.60538359,0.86466184,0.813993724,0.882140584,0.816617904,1.636434489,11.21331297
7044630,9.898689269,52.74880234,0.765935883,0.936809264,301,2,8,4816,1.917231872,22.08111163,36.90029051,13.32703259,0.99867067,0.874814335,0.943742146,0.798082307,1.246848884,4.989341363
5366789,4.91736541,77.77299967,0.833308542,0.559780999,277,2,8,4432,3.984052496,12.77501314,41.21391451,29.51183264,0.871792856,0.777023049,0.941228701,0.827781313,2.114890644,11.29894823
4284283,6.936847555,87.24654309,0.598122858,0.562774895,291,3,8,6984,2.624123263,12.58096471,12.28107656,30.33505677,0.989043984,0.732413368,0.843547321,0.875669119,0.983766041,5.837794393
3063014,6.354759101,34.86796732,0.818887071,0.910033751,320,3,8,7680,1.923312716,28.40913709,45.91741174,11.57521077,0.712473688,0.849438983,0.906793124,0.775693578,0.743417807,2.029180552
8715175,9.149082027,21.34426664,0.953867717,0.998282828,277,2,7,3878,2.589141898,31.9716534,46.96430864,13.16674471,0.91012954,0.931134166,0.801190851,0.982473056,1.747343719,15.78925888
5450700,4.424140056,97.15653891,0.814059766,0.965321238,294,2,7,4116,3.370044525,19.53947654,33.18924665,21.44083326,0.902831508,0.792171689,0.811007357,0.865141533,2.821685724,4.53902064
6805721,4.714442138,58.00419062,0.580961503,0.829051109,294,3,6,5292,1.345438535,36.49820804,26.59302622,10.24740799,0.999324817,0.835521843,0.806418567,0.82021125,3.453180466,4.132400099
5386537,7.18586775,20.22293466,0.906861672,0.970251976,316,2,7,4424,2.805420202,27.45209942,26.05847116,17.59111692,0.894629616,0.986369779,0.745429694,0.843224857,1.615163343,14.67196008
3832307,7.404970477,18.23733555,0.809984282,0.849099215,302,2,6,3624,1.349433549,17.62783694,21.81871699,13.30392827,0.764474959,0.712589222,0.809093608,0.729578269,1.899213567,17.99869487
5892531,3.186882698,29.62731276,0.939384625,0.779176158,312,2,7,4368,1.957370469,24.09746116,30.09963507,13.77541738,0.96098135,0.811463953,0.884320002,0.857099025,3.00739075,10.90699635
9666781,8.331278004,92.84200035,0.679897047,0.653486141,299,3,8,7176,1.977054406,21.8240814,34.13336785,13.91071732,0.758559149,0.903547351,0.79692991,0.996324862,1.919418475,3.587689478
6878551,5.38124827,99.62921586,0.505246821,0.947532644,291,2,6,3492,3.621624867,10.38721684,19.06762608,37.31585123,0.744742248,0.935777583,0.885379468,0.802554186,6.655211386,9.758374754
5089706,5.04761476,19.6380597,0.79973057,0.951201638,284,3,8,6816,3.461462753,34.79022433,33.52001854,17.16564847,0.81496461,0.764899833,0.832773204,0.714508813,1.854366964,12.56411836
9615920,3.745394637,94.50714371,0.733058146,0.722693263,303,2,7,4242,2.245374819,10.42992718,29.13341927,22.5412437,0.704370146,0.774219924,0.959887731,0.749388528,7.921205759,11.19454218
9398905,6.834874558,79.91384289,0.761700685,0.613386313,314,3,6,5652,1.553377153,16.06881847,25.46828228,14.45977364,0.899956593,0.724031718,0.832550111,0.749010028,2.766789902,9.054065908
4584645,6.093659577,56.08001422,0.69139205,0.919573304,281,2,7,3934,2.721597549,26.98055275,45.12134051,14.67139203,0.743598008,0.851709023,0.718612425,0.721346704,3.488408562,6.258019921
8295931,2.389558787,23.33065321,0.522032931,0.592638425,283,2,6,3396,3.52649613,18.89837446,13.08750121,32.36350477,0.862381033,0.893671654,0.713675547,0.983791267,15.7222393,75.94047035
9913368,8.054064722,72.84744375,0.583037426,0.52955291,286,3,7,6006,1.273421918,18.57701601,36.89559251,11.18374703,0.907217895,0.918635867,0.714091897,0.978415525,2.695695606,6.212944514
5201016,8.127772599,50.16268771,0.826486461,0.789809549,297,2,8,4752,2.649592535,38.89477081,14.59014398,19.98341663,0.706665545,0.996561996,0.712428427,0.990340821,1.588547409,6.542848057
3747948,2.407799016,67.48997478,0.60389171,0.793848509,282,2,6,3384,2.883236245,29.42373822,43.75020176,14.83354276,0.733709345,0.799595941,0.934489767,0.831115457,6.497697513,4.114750006
6023846,8.644982083,34.0958788,0.69966629,0.704836435,295,3,7,6195,3.192611037,22.60033013,33.13439052,19.25703843,0.993466201,0.75426757,0.939747391,0.800257814,1.045969212,11.44679957
5493330,3.449804488,96.3617419,0.945069027,0.826137555,297,2,6,3564,1.177531216,28.98407832,40.75680178,9.171108732,0.837893379,0.902728388,0.885583087,0.870565677,3.557590166,2.12614867
3847405,9.59418485,89.76612722,0.95352098,0.995766388,277,3,8,6648,2.2551686,20.73433748,33.75122528,15.5349384,0.762494617,0.806631801,0.900765709,0.845140762,0.529781065,1.364957091
8904214,5.7739187,62.04510098,0.785143469,0.605053596,284,2,6,3408,2.691678763,17.83487298,37.79812477,18.32805161,0.922681418,0.707559728,0.806449557,0.934063795,4.030940089,19.94402734
7229228,6.105400658,26.09288757,0.72026958,0.658652739,300,2,7,4200,1.957135223,22.46542189,46.32060357,12.76217645,0.973587875,0.718278617,0.908205224,0.75482535,2.850777405,21.63137247
4678332,4.549516832,23.8974575,0.564298243,0.786925299,307,3,6,5526,1.376126048,17.60838313,35.68346029,12.00299422,0.71827058,0.709279264,0.91432423,0.808494128,3.019093436,8.588334285
3626840,6.616936659,90.70596871,0.798472612,0.905080545,314,2,7,4396,1.542355452,18.06392845,17.94578308,15.27970726,0.828902009,0.924957979,0.97391244,0.871636889,1.078774202,1.62968582
6278262,6.441070294,64.9792885,0.713249874,0.80771039,287,3,6,5166,1.641984036,18.4985321,26.01251345,14.11314733,0.724472478,0.726336471,0.751548838,0.855423249,2.760963659,5.832045888
8666120,8.907839159,41.2481934,0.646767396,0.632998847,300,2,8,4800,3.42315346,36.57741986,42.64316169,15.43165417,0.799834261,0.867221489,0.912104588,0.898770375,2.323299135,12.50787194
8872387,3.667196589,26.29888363,0.819244392,0.659871598,311,2,7,4354,1.073853952,16.28367309,26.65051123,11.37443603,0.717135149,0.74128892,0.700278825,0.970967088,6.761817075,22.08212768
7735524,8.08004436,41.57083212,0.705341317,0.604845139,279,3,6,5022,3.345672739,32.97575932,37.66622607,16.41696557,0.992968307,0.893680773,0.980363164,0.791015663,1.706192596,12.09308975
6415473,3.045738589,72.09525304,0.8646549,0.787530287,289,3,8,6936,2.935655728,32.35644228,19.28898764,19.57531914,0.762045368,0.851336783,0.793656921,0.828239958,3.408394828,4.748789098
7417338,9.372107135,84.02659694,0.912605686,0.897529009,288,3,8,6912,2.9247057,10.76709397,41.51880534,25.52459764,0.797119248,0.92955815,0.742948407,0.897314844,1.147711331,4.884011281
6884175,3.988318567,41.94012285,0.904413162,0.937744325,316,3,8,7584,1.440085342,30.70968541,47.80096258,9.62121349,0.790739895,0.957609436,0.957169281,0.929395285,1.739039887,2.172253001
6864860,7.354855874,34.65879391,0.621785563,0.653023583,294,2,6,3528,1.252766132,30.47957815,19.42491405,11.33567422,0.71910543,0.753138143,0.701541888,0.833622856,4.918221298,18.43864669
3922426,8.868051636,26.19338679,0.852520453,0.870988865,277,2,7,3878,1.160904375,31.52394972,29.01902861,9.60986262,0.903316972,0.775694421,0.961912944,0.750657539,0.997083873,6.338848046
9192357,3.346228708,86.09758636,0.774454816,0.594597896,276,3,8,6624,3.486126951,34.88688147,38.37555287,16.44613856,0.9161152,0.853334092,0.881293895,0.838269501,3.846235618,5.893202834
7137075,9.377535424,27.06951204,0.652120932,0.569623422,283,2,6,3396,2.049388185,35.87489522,19.32291248,14.79115847,0.883602559,0.791890299,0.797832356,0.721274788,3.285503328,36.8661544
6199362,3.058303581,98.09514663,0.791314323,0.997737076,316,2,6,3792,2.582690947,15.14789101,16.69838978,24.50992701,0.973454418,0.766455182,0.716848603,0.776691728,6.058886998,7.994897877
7330972,5.326890715,20.36604228,0.698377528,0.737003133,300,3,6,5400,2.232127736,34.52870135,45.80226416,11.80277473,0.835379984,0.960752457,0.859018737,0.840394139,2.941504984,12.82618626
4329785,4.214959756,18.91536041,0.965412037,0.830399265,318,2,6,3816,1.004931271,21.29244888,32.83045924,9.668379617,0.923908865,0.793471522,0.953696057,0.777880985,1.977584705,9.887223467
3812744,2.843242288,62.07499245,0.756489675,0.640696491,274,3,6,4932,3.168353802,16.95523875,38.22250847,21.1854878,0.946668434,0.925854597,0.919857756,0.962857743,2.083783302,4.184823929
7562051,2.584028743,78.24242933,0.855500481,0.617249739,273,2,7,3822,3.250782382,18.23520021,34.98655897,21.27108849,0.924813705,0.975352265,0.732408687,0.769790992,8.344230656,13.20584934
7664759,7.912731376,73.35368516,0.90753605,0.938726063,287,3,6,5166,1.113093175,34.24203451,22.82898098,9.875871858,0.93195505,0.901476323,0.709516748,0.860490002,1.765167392,3.221919499
5848039,6.307159834,99.33152936,0.928765304,0.548683447,275,3,7,5775,1.704263265,34.56607812,23.49322435,12.31083554,0.911911599,0.803673876,0.702094679,0.821044291,1.598596998,4.114465797
8806039,9.611174896,26.64677735,0.768792313,0.592460149,296,3,6,5328,2.315942501,39.32488775,42.31462583,11.81744174,0.828446552,0.718427539,0.767177376,0.808981839,2.114790593,23.1226308
7646386,8.719982085,43.84244103,0.854449556,0.996891988,310,3,7,6510,3.153798073,18.5082377,23.05128606,23.43297641,0.794388673,0.90220526,0.953294459,0.974742275,1.038146974,6.259741238
8268961,2.341916848,88.49545014,0.559330307,0.585938256,304,3,6,5472,2.448553823,16.36856925,14.62233507,24.02250483,0.842957941,0.921364125,0.741700662,0.832021323,10.78031747,10.26064544
5076259,2.115049888,83.25341061,0.990396903,0.802963098,279,3,8,6696,2.336358789,27.76664198,38.0374146,13.73391787,0.851112516,0.963524759,0.985755037,0.926361075,2.263589686,1.475134856
6926449,7.237802788,49.95234571,0.831681267,0.559111206,286,2,7,4004,3.85245598,16.29692889,20.43674319,30.49387323,0.820449283,0.937938561,0.766152636,0.755788452,2.940499859,28.98036755
6719194,7.596772264,87.49874263,0.557911541,0.852978118,295,2,8,4720,2.433226379,24.34476771,40.71879912,14.58232812,0.851106583,0.948745192,0.852442516,0.886072406,2.539791195,3.234425836
9928962,5.602259871,60.14430719,0.872858833,0.91297046,292,2,7,4088,3.014218218,37.78924831,34.76672177,14.98773702,0.908968421,0.977221897,0.946097226,0.868559137,3.232490743,6.879679004
5526297,5.056987956,26.24284078,0.598344099,0.618741653,303,3,6,5454,2.087505954,34.71992956,18.16350645,15.50316312,0.789969278,0.892838521,0.880283645,0.908823958,2.57572268,11.28658716
4248749,5.025796122,58.96994598,0.706553699,0.599672745,319,3,7,6699,3.175861253,20.8118212,13.48284822,28.28882944,0.823709946,0.721683084,0.872735759,0.956096365,1.263216694,7.021159268
7198440,4.383817884,22.62955755,0.955413132,0.503023522,314,3,7,6594,1.48508366,38.97496959,18.23177508,12.17355885,0.845158066,0.736974237,0.792303727,0.977817868,1.935056613,17.03960134
8719754,9.075829821,62.08942672,0.76727961,0.597729,290,2,7,4060,3.279470975,20.16470447,48.08249787,18.85035843,0.749868809,0.974946745,0.79835146,0.811624676,3.085596198,14.39011711
9870419,4.512350455,57.43191048,0.608289593,0.936312943,316,2,6,3792,2.872722211,34.8815545,17.613479,19.72726572,0.726132787,0.846215333,0.907424817,0.77852533,8.986491194,13.31111172
8175264,4.393856034,51.62295341,0.656095942,0.86255558,311,2,6,3732,2.804152212,20.17660895,31.78381795,18.63236807,0.938890199,0.949881218,0.995730475,0.937385288,4.21509907,8.615644898
3225687,5.21501017,72.26927953,0.725175193,0.874481575,270,2,6,3240,2.637087906,16.12193166,21.67644694,22.11369767,0.807094729,0.890423242,0.755925941,0.924810831,2.268078047,4.663632305
5413081,2.849004684,60.1653307,0.69788884,0.806575956,314,3,8,7536,2.854872396,30.4201712,36.66926119,15.30215917,0.941680666,0.789900605,0.988630631,0.86069035,2.19166977,2.808213243
8175956,2.176686762,45.42670154,0.666830445,0.693847577,297,3,7,6237,2.477086911,31.02597097,44.22204494,13.1512337,0.74151046,0.921450481,0.957089324,0.981614391,6.301969874,5.265109177
4384525,9.493796447,58.83250684,0.748626943,0.589208048,285,2,7,3990,1.575208652,26.66491841,33.35677157,11.37783513,0.732446504,0.952632059,0.884239953,0.797747375,1.454683139,4.472818859
5186394,8.780381064,30.45450049,0.715173266,0.582749887,312,2,8,4992,1.635237586,11.24491977,22.88270141,18.01291143,0.911981239,0.86060433,0.890597004,0.75894609,1.304739406,15.10651316
7943114,7.33541958,52.00868749,0.976560057,0.8596226,307,3,7,6447,3.178254554,13.63908994,22.11100513,27.60597541,0.979049561,0.858276392,0.777671282,0.715848006,1.533992365,13.26866438
8243762,6.804665576,29.13170308,0.689868702,0.808597114,270,3,8,6480,2.775150907,15.76070107,36.66742608,20.10588734,0.990945659,0.918289341,0.976781127,0.928663617,1.465572231,10.86323418
4428926,6.229252832,43.42761481,0.759656346,0.598777953,281,2,7,3934,2.974922319,23.13150475,21.07016528,21.18801994,0.941552319,0.755733086,0.725489887,0.830873808,2.037678197,16.78056384
9573716,9.462941521,93.42483687,0.75118591,0.663941997,313,3,7,6573,3.761607655,10.36009082,32.11259503,33.81346622,0.921139724,0.711013883,0.842430702,0.800897018,1.602664037,13.79252952
4843441,2.683224241,97.65921815,0.759005216,0.807093122,307,3,8,7368,1.318481061,35.12417559,19.59279809,11.28991263,0.770982935,0.845049426,0.828744848,0.722468753,3.399018595,1.550796534
9867226,8.149977051,20.26545408,0.78840396,0.559605221,279,3,6,5022,1.135454093,23.13699661,43.75973888,9.501363145,0.710938315,0.715823186,0.950249232,0.735391745,2.991992727,27.42350125
5961937,2.319380261,53.1716737,0.78880654,0.785453527,316,2,6,3792,1.298484007,32.99787834,48.65097191,8.962418942,0.799728008,0.794659954,0.731987086,0.810039496,8.809681804,5.967209449
